	sequences per sample	iteration	13M1	7M1	1S	12P1	9M1	9S	12A2	3M2	12A1	3P2	7P2	11M	1A	MG1	8S	13S	Nl18Post1	Ao20Ant1	3Abpost1	Nl19Mid1	Nl18Mid2	Nl17Mid1	Nl19Esoph	Ao20Stomach	3AbMid2	Nl19Stomach	2M1	8A	2S	10P2	12M2	8M	7A2	Ax16Mid2	Nl18Ant1	Al11Mid1	Nl18Stomach	Nu15Post1	Zv6Mid1	Nl17Esoph	Ax16Ant1	Nu1post2	Al12Stomach	3M1	6P2	8P2	Nu15Stomach	Nu15Mid2	Nl19Post1	Zv6Ant2	Nl19Post2	Ao20Esophagus	At14Esophagus	3AbStomach	At4Mid2	U.Food.	Ax16Stomach	Nu1post3	Nl18Esoph	Nl8Mid2	Nl17Stomach	Ao20Post1	Ax16Post1	Zv6Post3	Zv6Post1	7A1	2A	10M1	At14Ant1	Zf5Post3	3AbAnt1	Nl8Ant2	Al11Post2Material	Al12Post2	Zf5Stomach	Zv6Post2	Zv6Mid2	Zf5Post2	12M1	6M2	1P	6A	3A	9A	Nl8Esophagus	At14Post1	Nu15Esophagus	3P1	11P	11S	7P1	7S	8P1	13P2	10P1	Nl17Post2	9P1	9P2	Ax16Esophagus	Nl19Ant1	Nu15Mid1	13A2	11A	13M2	6S	13A1	13P1	10A2	12S	6M1	10M2	HG1	An10Stomach	Nu1post1	At4Post1	3AbPost2	At14Mid2	Nl19Ant2	Nl17Ant1	Nl17Mid2	Ax16Post3	An10Mid	Nl17Post1	Nu1Ant12	3Abmid1	3P3	12P2	9M2	1M1	Al12Post3	6P1	2M2	3S	Nl18Post2	Al11Ant1	Nu1Mid1	Zv6Stomach	Nl8Mid1	An9Post2	At4Post2	2P1	Nu15Ant1	An9Ant2	3AbPost3	Zv6Ant1	Al12Ant2	Al12Esophagus	Ax16Ant2	At14Ant2	At14Stomach	Nl17Ant2	An10Ant1	Zf5Ant1	Nl18Mid1	Zf5Esophagus	Nl8Ant1	Zf5Mid2	Nl19Mid2	At14Mid1	Zf5Post1	Ct13Stomach	Zf5Ant2	At4Ant1	Ax16Post2	Nu1Ant1	Al11Esophagus	Nu15Post2	Al11Ant2
alpha_rarefaction_4770_7.txt	4770	7	6086.35686275	6772.83404255	2441.47945205	564.4	2397.00591716	2771.37004405	6045.02608696	5542.25581395	856.6	5585.15413534	5868.95801527	5385.34693878	494.181818182	5365.012	1679.7114094	636.672413793	970.80952381	936.416666667	1213.12345679	1241.2875	958.639344262	1102.46153846	1263.79245283	1109.90756303	1090.38983051	1598.80813953	1686.75	1279.03370787	1343.1	3111.3	1162.8019802	941.9375	2350.89622642	954.717948718	986.641025641	953.047619048	855.535714286	1697.94594595	922.205882353	1121.40410959	1871.9375	826.446601942	1415.5	637.323076923	3389.14893617	2843.08333333	1015.00740741	710.532608696	1177.64516129	656.214285714	1178.97419355	1072.50793651	1032.88983051	983.045454545	1076.87356322	1073.375	1137.12903226	1075.0	822.866666667	1007.859375	1006.8974359	1383.25	1017.875	1090.26315789	923.289156627	512.11627907	517.285714286	699.113924051	1002.48113208	1016.6	705.510869565	918.013513514	317.516129032	997.223880597	1003.38938053	1215.375	620.092307692	639.044776119	760.025	526.765957447	2290.624	986.782608696	565.692307692	2552.04137931	1257.25	1011.2967033	741.677419355	774.403846154	356.473684211	2440.0	689.125	470.918367347	2609.375	2032.80373832	2475.3255814	1885.77669903	1186.18292683	768.222222222	841.45631068	1314.12380952	586.716981132	491.5	267.777777778	437.129032258	313.565217391	227.84	670.95	331.045454545	329.214285714	293.222222222	626.891566265	676.0	1123.76086957	1002.28865979	869.314606742	781.928571429	690.06122449	n/a	734.761363636	1089.41463415	778.466019417	688.442307692	1505.4	509.62	278.956521739	333.5	2413.26011561	619.722222222	758.287671233	1119.52325581	n/a	n/a	n/a	1785.00819672	1034.04347826	907.630136986	594.610169492	998.583333333	586.28358209	865.475	2769.09259259	839.373626374	1048.42528736	681.145631068	744.4375	880.108695652	526.52	1330.15625	947.034482759	720.157894737	394.6	645.125	631.02	735.75862069	973.411764706	737.442857143	949.170731707	896.475247525	801.223880597	793.943820225	584.261904762	719.666666667	647.671641791	820.659090909	827.727272727	712.14084507	597.428571429	638.130434783
alpha_rarefaction_4770_8.txt	4770	8	5482.56981132	5754.0989011	2381.06756757	634.55	2290.18333333	2612.05645161	5577.52479339	5831.72151899	603.436619718	5871.11070111	5352.87769784	5402.92277992	637.153846154	5507.57480315	1803.34615385	690.052631579	885.108333333	1075.61832061	1101.51111111	1323.95	1061.15151515	1026.05217391	1340.42857143	1078.13043478	1365.21212121	1512.53225806	1986.02158273	1599.40298507	1401.24183007	2872.36607143	1032.3655914	1004.13924051	2574.95263158	1072.85087719	957.982608696	879.640625	835.563829787	1558.70909091	899.663551402	1318.97945205	1778.04444444	845.386792453	1443.22727273	746.754098361	3219.50617284	2952.390625	1020.54198473	774.035714286	1252.88636364	817.305084746	1066.01910828	1066.84090909	1034.128	1062.67164179	1030.08247423	1192.04878049	1065.11038961	994.40776699	767.663157895	848.220779221	961.918918919	1430.54615385	958.641025641	1088.69791667	969.512820513	534.972972973	525.447368421	762.791666667	834.568965517	1015.50980392	764.891566265	778.538461538	317.486486486	994.603448276	1118.0	1179.875	557.916666667	626.375	783.763157895	455.125	2347.02173913	981.428571429	692.482758621	2622.53642384	1438.29473684	945.741573034	736.866666667	760.053571429	244.130434783	2199.65816327	603.444444444	347.5	2121.40764331	2263.2	2640.99270073	2069.50892857	1138.28767123	704.734375	754.007692308	1393.11111111	470.0	732.90625	239.181818182	438.5	308.0	259.454545455	650.12244898	328.8	270.058823529	357.428571429	748.014285714	782.803571429	1026.72043011	920.680412371	867.5	951.166666667	748.571428571	n/a	699.720930233	1111.75	862.32183908	725.566037736	1393.76865672	615.625	241.037037037	372.833333333	2614.61538462	551.875	796.0	1204.07594937	n/a	n/a	n/a	2198.3627451	1007.8961039	1029.0	643.56	1153.89189189	572.88	966.925925926	2935.15923567	784.008928571	1046.75	720.068965517	825.0	783.380952381	542.637931034	1256.38194444	886.11	717.03	441.75	579.767857143	623.708333333	819.914893617	980.15625	773.214285714	993.469879518	978.898734177	769.285714286	818.571428571	599.528089888	703.692307692	667.5	777.485436893	906.0	778.553846154	582.083333333	607.178571429
alpha_rarefaction_4770_9.txt	4770	9	6302.89333333	5141.5442623	2547.57692308	694.305084746	2382.84313725	2558.86122449	6219.78070175	5625.32835821	683.014285714	5579.67058824	5932.40466926	5546.51612903	603.5	5656.969163	1665.4	630.142857143	1097.25	1096.7804878	1185.72368421	1320.84324324	910.128440367	1150.56880734	1298.31034483	1005.35507246	1307.35897436	1655.55932203	1800.85889571	1468.92405063	1402.13194444	3043.13392857	1173.77647059	916.530120482	2303.03286385	1051.69298246	943.72	964.09375	915.618556701	1724.46875	1024.43157895	1312.21705426	1765.80152672	719.379310345	1175.44444444	645.75	3040.5974026	2771.40909091	906.324675325	802.733333333	1216.20618557	792.391891892	1210.67407407	991.846715328	989.840707965	900.154761905	988.059405941	1230.44339623	1111.89090909	994.483333333	896.296703297	1051.76666667	1030.28318584	1580.78030303	886.363636364	1147.61363636	929.784810127	582.565217391	461.0	836.515151515	1043.53125	1025.64150943	966.666666667	905.32183908	320.447368421	981.4	1262.26086957	1043.13934426	647.971014493	622.448275862	670.4	566.219512195	2657.675	922.111111111	624.789473684	2466.26627219	1226.64356436	972.636363636	735.166666667	812.734693878	228.538461538	2343.70175439	607.788461538	473.294117647	2313.50694444	2132.375	2815.88372093	1777.43650794	1150.23333333	847.362068966	803.140186916	1164.07936508	567.5	512.170731707	268.885714286	401.217391304	234.2	168.038461538	660.456521739	305.884615385	323.6875	292.384615385	799.188679245	668.568965517	1101.78350515	1106.39393939	916.365853659	844.5	790.692307692	n/a	763.548780488	1096.34146341	766.342857143	739.781818182	1535.07407407	592.25	306.272727273	385.5	2761.47928994	597.767857143	765.0	1090.06976744	n/a	n/a	n/a	2174.54545455	1025.21333333	974.373333333	561.015151515	990.679012346	632.844827586	986.015625	2745.62179487	859.28125	989.012195122	720.22972973	594.661290323	674.929577465	648.069767442	1263.94630872	960.161290323	644.840707965	433.421875	616.0	636.666666667	723.269230769	932.727272727	758.753424658	878.787878788	873.494505495	880.344827586	779.692307692	610.8125	623.661290323	716.551724138	768.483146067	881.571428571	709.014492754	669.592592593	579.333333333
alpha_rarefaction_5365_0.txt	5365	0	6065.17708333	6446.78057554	2674.01793722	649.058139535	2479.125	2779.81132075	5953.32758621	5905.29896907	858.038461538	6149.92708333	5657.17567568	6177.85971223	767.428571429	5631.003663	1871.20930233	721.381818182	913.254098361	1043.15555556	1222.02941176	1467.48407643	1090.56	1246.36036036	1138.48387097	1133.56493506	1157.20149254	1584.87817259	2087.53571429	1763.0	1408.41059603	2659.125	1152.89473684	1036.6	2377.20192308	997.84496124	1067.27272727	956.970588235	843.87628866	1883.75925926	988.962616822	1215.83333333	1681.625	890.048543689	1285.12903226	665.012195122	3439.32926829	2481.82608696	976.461538462	852.829787234	1107.67241379	788.125	1158.78231293	1050.68085106	950.987096774	968.878378378	1219.18987342	1194.13138686	1127.07317073	1013.05263158	868.628865979	961.655172414	982.070422535	1324.38650307	1085.61904762	1173.59405941	964.387096774	495.018518519	455.333333333	746.581081081	932.964285714	1102.56122449	801.685393258	926.065934066	330.736842105	790.75862069	1128.55357143	1166.22131148	603.924050633	729.294117647	834.294117647	568.6	2454.37254902	1025.57303371	644.153846154	2781.51851852	1212.06896552	1155.35	849.513157895	878.352941176	250.647058824	2130.30136986	717.109090909	516.75	2505.85416667	2269.85046729	2791.39041096	2004.34146341	1171.47826087	963.474576271	814.596638655	1578.78787879	506.904761905	519.12244898	306.206896552	456.133333333	268.785714286	237.037037037	559.368421053	335.44	281.4	366.731707317	801.615384615	608.278481013	1247.68131868	1010.48648649	951.7	793.705882353	766.159090909	n/a	803.879120879	1145.37777778	815.5	691.559322034	1344.86363636	486.222222222	314.5	450.037037037	2936.29268293	630.548387097	963.459016393	1374.75	n/a	n/a	n/a	1889.5177305	980.857142857	980.583333333	609.553846154	1017.26744186	544.580645161	1027.4375	3233.63095238	860.594059406	1206.18181818	639.0	676.359375	764.949152542	711.136363636	1544.8	1118.53846154	713.010526316	468.0	628.8	602.140625	695.287671233	908.558441558	806.575	937.733333333	813.852941176	686.235294118	870.205128205	594.906976744	705.14084507	711.493150685	702.554621849	965.618421053	696.896907216	639.0375	596.118421053
alpha_rarefaction_5365_1.txt	5365	1	6098.46503497	6317.68634686	2767.84581498	602.220779221	2121.41145833	2448.31034483	6301.85	5827.003367	767.843373494	5377.6635514	6400.51929825	5497.06796117	693.20754717	5885.36363636	1962.22580645	745.803571429	968.572815534	1020.28244275	1236.0	1383.0	1006.39473684	1071.79527559	1251.9	1113.66666667	1159.40769231	1712.11235955	2132.5862069	1603.73333333	1542.70422535	3029.82575758	1251.03448276	1065.06666667	2363.97087379	1001.40163934	1020.85714286	936.623376623	967.395604396	1774.04347826	974.608695652	1277.6	1793.5	866.29245283	1532.81818182	630.447058824	3752.90184049	3059.26066351	1034.06896552	826.884615385	1120.30081301	733.875	1132.08982036	1006.41791045	1308.85849057	991.777777778	1132.13402062	1257.24817518	1146.26086957	1028.8125	721.214285714	1012.55844156	986.459016393	1442.52409639	1032.33587786	992.978494624	891.259259259	496.892857143	522.487179487	830.241935484	1002.23584906	1130.41284404	797.920454545	854.225806452	365.454545455	933.247058824	1166.33333333	1240.7027027	605.1625	637.651515152	825.75	581.418604651	2469.96226415	1126.66666667	693.773584906	2480.08571429	1374.34862385	1100.06666667	905.876712329	972.018518519	343.5	2448.74358974	586.897058824	498.8	2106.08536585	2543.168	2659.33333333	2288.24	1170.06382979	662.416666667	840.628571429	1252.38461538	490.75	550.06	332.25	403.52173913	345.875	230.44	658.6	303.885714286	209.476190476	334.625	674.512195122	671.0	1138.93269231	1137.65957447	1009.31111111	915.202531646	743.78021978	n/a	820.78125	1097.28873239	830.735849057	736.109090909	1385.03846154	546.88372093	283.5	360.837837838	2599.39690722	723.2	824.6	1244.04597701	n/a	n/a	n/a	1982.47286822	986.873417722	1135.15151515	663.538461538	1035.5	547.247058824	929.065934066	2897.85	837.817204301	1036.07865169	643.161290323	594.318181818	688.28	535.0	1578.22222222	799.598130841	764.663043478	473.797101449	550.234042553	670.2	788.0	861.345679012	631.168674699	955.531914894	925.107526882	757.0	745.261363636	663.857142857	640.447368421	707.014492754	801.397590361	721.066666667	818.408450704	608.032967033	576.24137931
alpha_rarefaction_5365_2.txt	5365	2	6299.49264706	6540.8815331	2499.46551724	740.508474576	2537.69565217	2601.89883268	5789.02047782	5540.86713287	755.987341772	5731.70707071	6185.77238806	6266.70342205	557.678571429	5620.35955056	1668.00526316	700.684210526	997.237288136	1096.52380952	1061.52830189	1384.56024096	1069.53	1169.1588785	1184.36090226	1207.06521739	1414.31132075	1582.18556701	1912.70588235	1460.26190476	1406.59477124	2974.33333333	1106.34259259	937.660194175	2437.64049587	958.248	1010.24626866	854.263157895	846.2	2097.55769231	982.294117647	1216.02112676	1498.80571429	851.280373832	1284.624	670.68	3506.34146341	2998.07211538	987.376712329	831.56122449	1068.80991736	848.067567568	1168.39240506	1030.54545455	1068.75572519	949.230769231	1073.26470588	1148.19685039	1113.45	967.776923077	784.875	1054.61538462	965.15	1583.77777778	1041.79130435	1234.49484536	915.072916667	460.220338983	428.348837209	820.625	903.025862069	1255.52808989	780.559139785	948.6	350.076923077	1036.28378378	1362.29268293	1118.234375	604.638554217	639.118644068	773.5	465.645833333	2401.2	1080.01111111	698.381818182	2714.98265896	1311.224	1126.04819277	691.382978723	830.5	226.333333333	2270.59134615	633.333333333	403.307692308	2293.88888889	2287.88793103	2615.58064516	2117.55	1262.25806452	938.964912281	778.579365079	1289.04098361	549.652173913	450.56	265.774193548	431.642857143	381.434782609	186.04	627.632653061	315.25	209.8125	335.228571429	712.211267606	715.114754098	1242.88636364	996.227272727	908.978723404	920.365853659	775.413043478	n/a	724.968085106	1228.48888889	700.68503937	663.661290323	1557.34090909	533.022222222	271.730769231	352.166666667	2824.13636364	624.692307692	780.011764706	1219.96875	n/a	n/a	n/a	2211.00869565	912.851851852	886.06122449	549.380952381	942.157894737	508.0	991.279069767	3065.55882353	846.764044944	1236.72151899	707.147058824	560.407407407	612.075	660.385964912	1505.90076336	966.591397849	795.734042553	412.842105263	638.777777778	608.763157895	724.333333333	971.709677419	755.553846154	921.93814433	867.118811881	736.8	735.239130435	649.117647059	751.0	629.75	737.196261682	832.987341772	783.0625	610.785714286	554.06741573
alpha_rarefaction_5365_3.txt	5365	3	6094.1609589	6833.68683274	2700.90909091	657.164179104	2326.05405405	2696.07420495	6117.59566787	5718.15679443	758.333333333	6092.12847222	5737.51515152	5747.01071429	609.245901639	5469.63517915	1818.78089888	684.158730159	999.733333333	1077.5177305	1129.11320755	1296.75555556	965.350515464	1043.608	1173.77952756	1169.66153846	1396.98333333	1761.1257485	2067.44571429	1426.47368421	1585.5323741	2707.65467626	1111.38461538	922.406976744	2438.09333333	1023.44444444	941.106382979	890.428571429	913.446808511	1838.29268293	952.245614035	1304.86956522	1861.13157895	904.4	1471.19008264	666.08	3153.14754098	2920.54639175	999.202898551	841.75257732	1124.02564103	737.086956522	1170.83435583	976.516556291	1189.5	963.358208955	1177.60638298	1153.375	1168.44628099	906.045454545	846.363636364	991.2625	996.15625	1473.37931034	1069.88976378	955.527777778	914.5	483.333333333	465.918367347	836.470588235	1005.76470588	1122.97029703	819.563829787	836.578947368	373.53125	1092.1	1164.54545455	1130.12396694	614.118421053	771.056603774	914.871794872	569.857142857	2653.45945946	1077.1744186	617.245901639	2721.10588235	1453.98113208	1173.43902439	686.568807339	868.0	293.206896552	2332.38743455	741.466666667	433.632653061	2048.68292683	2451.75675676	2550.03636364	2235.63333333	1148.48148148	1070.32786885	743.720930233	1204.00793651	509.0	519.204081633	303.0	458.243902439	246.275862069	186.913043478	626.275862069	308.5	300.571428571	333.416666667	844.373134328	686.333333333	1273.4	1007.80434783	873.4375	834.53	730.028846154	n/a	746.892156863	1139.96402878	779.66	711.967741935	1398.29032258	492.127659574	284.045454545	346.95	2821.08474576	669.25	828.142857143	1183.0106383	n/a	n/a	n/a	2031.57983193	950.72826087	1048.83529412	670.666666667	995.681318681	647.545454545	1065.5	2876.42268041	754.098360656	1000.68041237	725.857142857	642.1	802.5	586.590163934	1379.32191781	919.009433962	727.927927928	415.709302326	707.0	708.720588235	728.358208955	1141.05	840.126760563	952.0	925.504950495	737.8	880.345679012	695.513157895	697.514705882	700.451219512	740.624	862.795180723	769.363636364	580.06122449	556.163043478
alpha_rarefaction_5365_4.txt	5365	4	5778.65202703	6666.4893617	2812.4953271	581.761904762	2487.375	2753.76095618	5898.95789474	6426.21755725	655.535714286	5698.9223301	6543.07835821	5777.575	607.666666667	5708.50344828	1761.1160221	627.444444444	994.758928571	1115.11504425	1126.8877551	1445.0617284	1032.17647059	982.057553957	1270.0	1120.61935484	1259.02290076	1661.34972678	2120.55151515	1701.325	1593.01315789	2760.96478873	1086.3627451	1029.92592593	2401.72906404	997.629032258	1018.63829787	858.467532468	956.0	1810.96	951.242718447	1288.00649351	1670.6625	890.274509804	1312.36290323	828.322033898	3553.64285714	2932.22277228	972.070921986	714.282608696	1205.62711864	777.378787879	1209.47916667	1075.14765101	1164.82786885	995.756097561	1166.37894737	1249.61904762	1174.3125	1054.27906977	781.419354839	969.780821918	978.512820513	1391.55629139	1018.37398374	1085.05405405	910.03	463.352941176	431.491803279	712.416666667	1000.97029703	1048.27722772	782.511111111	989.7625	320.676470588	911.88	1240.92792793	1109.66393443	512.651685393	852.75	693.020833333	464.872727273	2822.56153846	949.807692308	628.352941176	2512.11797753	1364.40909091	1098.26	747.979166667	1043.31914894	416.333333333	2182.95890411	723.06122449	502.944444444	2449.37254902	2152.07317073	2419.83615819	1898.88194444	1142.03191489	765.014285714	730.02173913	1196.37777778	633.882352941	553.826086957	367.785714286	417.279069767	302.391304348	179.0	545.767857143	294.037037037	316.833333333	380.405405405	777.858974359	713.962264151	1174.53271028	969.675675676	1177.74324324	826.641509434	764.40625	n/a	808.776470588	1082.36090226	822.978723404	882.5	1408.48407643	499.5625	271.037037037	385.916666667	2806.09259259	699.02173913	815.121621622	1205.29787234	n/a	n/a	n/a	2103.97560976	967.0	999.5	509.524590164	1130.1375	559.130434783	1042.0	3117.46060606	814.132075472	1162.12820513	722.613636364	608.608108108	709.149253731	635.375	1420.25827815	880.951923077	741.179775281	483.044776119	646.448979592	658.614285714	600.514285714	864.180722892	805.568965517	1001.78571429	912.97029703	801.391891892	965.369863014	712.554054054	702.014492754	575.435897436	736.00990099	924.0	769.194805195	637.011904762	599.738636364
alpha_rarefaction_5365_5.txt	5365	5	5965.56985294	6584.8700361	2596.10176991	611.1	2406.53061224	2677.53759398	5520.20132013	6270.7628866	766.04	5845.0877193	6439.16216216	6435.94594595	694.193548387	6064.88432836	1851.13636364	741.084745763	1091.13461538	1101.54761905	1214.56122449	1405.45930233	1005.48113208	1283.99065421	1252.13953488	1109.65517241	1283.45238095	1565.03940887	1860.37704918	1622.5125	1438.93793103	2894.69291339	1153.6969697	953.72826087	2841.10552764	1146.87931034	997.757575758	979.876712329	863.030612245	1828.80172414	994.392156863	1158.67346939	1766.66071429	863.103773585	1490.20833333	635.881578947	2983.20512821	2987.5177665	970.631944444	743.900990099	1108.61068702	867.38028169	1230.35294118	1018.02027027	1061.64	939.535714286	1153.1010101	1126.77692308	1185.28	1001.0	764.36	1039.2238806	1071.13461538	1333.24832215	977.123076923	1076.75728155	1009.0	473.185185185	529.022222222	842.725806452	900.570247934	1219.08510638	820.342857143	961.25	381.794117647	1228.05084746	1136.24409449	1070.52413793	704.567567568	670.593220339	911.108108108	563.591836735	2494.0	1068.03225806	587.0	2805.90184049	1487.06060606	1009.32978723	788.641304348	884.25	232.882352941	2256.26595745	594.818181818	444.8	2310.09433962	2440.75961538	2417.68539326	2341.37815126	1292.74489796	923.050847458	747.357664234	1295.57692308	519.045454545	510.333333333	281.636363636	500.837837838	294.217391304	228.5	673.591836735	371.04	276.05	387.357142857	690.08	804.272727273	1156.08928571	1058.47916667	1157.04347826	824.571428571	767.881188119	n/a	837.628865979	1143.02272727	882.0	649.474576271	1419.88095238	591.941176471	256.24137931	378.090909091	2616.0326087	720.5	855.109589041	1120.73913043	n/a	n/a	n/a	1958.0729927	955.225806452	1107.26923077	648.038461538	886.15	698.015384615	959.158878505	3357.97714286	798.194444444	1243.87837838	769.038461538	626.230769231	713.25	594.447761194	1325.92215569	1009.88679245	725.010204082	472.915492958	637.0	655.098591549	762.615384615	955.228915663	756.12345679	1031.13636364	910.105263158	717.518518519	831.833333333	640.8125	690.014925373	646.325	755.8125	746.321428571	758.315217391	610.134831461	587.797468354
alpha_rarefaction_5365_6.txt	5365	6	6335.38078292	6724.5620438	2582.23574144	643.741935484	2335.4494382	2463.55956679	6190.30769231	5976.28947368	731.733333333	5730.63973064	5906.94197952	5784.24647887	598.611111111	5782.9137931	1909.13157895	803.0	986.776785714	1024.04878049	1060.19266055	1360.47093023	1032.56382979	1114.08849558	1156.51181102	1140.625	1323.07936508	1523.55072464	1854.41764706	1470.0	1529.75471698	2722.5	1319.78313253	989.060606061	2488.62790698	930.663934426	1028.5203252	1066.96875	841.721153846	1950.07920792	974.0	1368.97183099	1634.66470588	779.2	1245.66153846	823.948275862	3730.52439024	2908.40186916	908.037735849	792.363636364	1209.0	873.397058824	1172.56962025	1033.17391304	1115.59677419	1088.53846154	1201.77419355	1238.015625	1075.64335664	968.763358779	728.2	949.528089888	985.357142857	1502.68918919	937.471428571	1027.00925926	972.602040816	472.4375	492.557692308	884.0	940.556603774	1143.0	866.647058824	907.825581395	334.857142857	1196.22580645	1066.04615385	1114.62773723	654.5	723.051724138	693.486486486	520.52	2592.44897959	984.059405941	612.6	2660.67283951	1375.91919192	1006.87912088	852.655172414	929.47826087	262.772727273	2351.28372093	695.019230769	478.676470588	2470.48550725	2800.35714286	2481.33333333	2315.90909091	1117.73267327	803.281690141	770.175	1300.66935484	540.761904762	498.622222222	382.130434783	463.483870968	278.538461538	200.714285714	618.333333333	279.0	308.230769231	347.526315789	703.9375	758.761904762	1043.69444444	1166.0	991.512820513	792.666666667	751.777777778	n/a	768.898876404	1131.50359712	846.672897196	815.549019608	1532.3381295	645.765957447	265.772727273	400.181818182	2523.13772455	685.381818182	799.897058824	1109.62921348	n/a	n/a	n/a	2066.83333333	874.610526316	964.345679012	573.0	925.221052632	645.966666667	1061.5	3451.06666667	850.509090909	1080.55421687	683.010309278	819.916666667	779.098591549	546.580645161	1432.5	978.666666667	713.219298246	438.639534884	690.222222222	664.118421053	837.258064516	1003.8630137	829.75	1026.56179775	866.742857143	757.9375	759.962616822	659.296703297	804.181818182	718.045454545	795.611111111	769.037974684	739.5	661.743589744	661.536585366
alpha_rarefaction_5365_7.txt	5365	7	6543.06844106	6095.75165563	2515.34693878	636.951612903	2453.05670103	2664.05882353	5811.63157895	6007.34172662	761.9	6485.91698113	6708.00392157	5505.49491525	623.654545455	6902.25438596	1750.25609756	728.672413793	986.576923077	1141.34146341	1052.0326087	1445.94303797	991.237113402	1102.00806452	1268.50833333	1183.1221374	1315.82786885	1578.46067416	1940.49723757	1628.43373494	1437.22292994	2985.96992481	1229.53125	982.329787234	2424.01801802	913.022556391	965.257142857	1041.0	935.012048193	2031.7826087	961.421052632	1368.39583333	1767.91772152	853.582089552	1433.37903226	785.447761194	3419.29050279	3145.29901961	1034.25735294	792.172043011	1104.5840708	733.066666667	1268.62307692	1059.15217391	1146.6875	1004.97368421	1278.66	1221.78571429	1229.32608696	997.141891892	883.733333333	1071.30434783	1074.02459016	1312.69461078	1134.60833333	975.757281553	1078.74358974	539.083333333	468.139534884	863.68	990.316326531	1122.74257426	848.802197802	880.319148936	327.243902439	1001.51219512	1247.64705882	1045.7593985	636.684931507	688.701754386	908.285714286	587.133333333	2623.17910448	985.876106195	768.684210526	2976.44303797	1335.77966102	1058.3655914	795.879120879	964.111111111	343.473684211	2301.30985915	609.044117647	466.875	2328.56944444	2543.2	2841.91925466	2132.67213115	1218.66666667	917.241935484	783.608695652	1224.5625	471.590909091	466.185185185	341.096774194	424.466666667	299.0	202.12	704.803571429	338.882352941	213.8125	321.275	716.202531646	766.084745763	1188.77419355	1066.55	944.554545455	877.670454545	773.029411765	n/a	729.009433962	1168.56097561	801.888888889	733.35	1459.50704225	596.5	242.12	346.609756098	2475.25247525	766.0	828.033898305	1143.01010101	n/a	n/a	n/a	1880.0	1072.80882353	1050.3875	545.418918919	951.454545455	608.333333333	881.679012346	3201.90243902	883.572815534	1130.63855422	782.391891892	705.878787879	787.904761905	645.928571429	1379.00641026	896.11	759.605504587	423.059701493	601.666666667	607.763157895	677.461538462	894.882978723	870.052631579	907.447916667	997.908045977	665.662650602	784.172043011	726.125	712.5	731.5	849.315217391	805.681318681	793.892307692	602.628571429	657.621621622
alpha_rarefaction_5365_8.txt	5365	8	6185.40780142	6852.94756554	2737.42666667	692.068965517	2437.36363636	2846.12878788	6120.7896679	5702.66123779	699.811111111	5543.45833333	6896.20754717	5532.51071429	622.049180328	5975.58483755	1916.39189189	622.4	960.75	1058.4453125	1139.50526316	1384.69354839	1033.2	973.267716535	1225.37209302	1142.4140625	1246.99173554	1594.75520833	2056.70348837	1481.02941176	1527.59868421	2680.48550725	1170.77419355	999.804123711	2637.71921182	1047.3902439	995.576923077	962.723684211	905.443181818	1714.18584071	885.840707965	1223.91017964	1562.00606061	887.038961039	1428.95934959	714.846153846	3340.0591716	3300.90607735	975.257142857	807.64516129	1154.50877193	740.129411765	1167.2	1119.05839416	1145.24	866.818181818	1007.94339623	1350.59663866	1156.97887324	1122.00925926	796.133928571	1168.94285714	1036.28225806	1638.20740741	977.246268657	1113.8877551	957.366666667	501.7	458.962264151	922.016949153	913.00952381	1097.81	741.816326531	813.76	326.243902439	884.558441558	1113.38095238	1218.57142857	632.776119403	795.054545455	962.441176471	528.0	2298.33536585	1088.22891566	668.0	2651.6	1287.23387097	1003.55882353	802.395604396	1005.4	297.391304348	2172.29864253	657.865384615	563.263157895	2219.42592593	2171.75	2366.88709677	1967.0	1389.04878049	838.881578947	759.389312977	1250.7027027	534.786885246	487.549019608	332.217391304	586.387096774	268.24	213.454545455	698.058823529	379.260869565	309.090909091	333.5	903.263157895	645.576923077	1222.96808511	992.277777778	952.406976744	883.466019417	751.416666667	n/a	836.488636364	1142.3125	852.378640777	622.04	1521.88194444	563.886363636	235.033333333	363.384615385	2542.78461538	747.131147541	982.620689655	1438.14130435	n/a	n/a	n/a	2228.12598425	896.011235955	874.896103896	566.373333333	1050.90526316	635.045454545	975.678571429	3249.56097561	851.488636364	1151.0	671.28	616.154929577	647.038461538	526.642857143	1489.67283951	972.571428571	726.153061224	375.554054054	573.769230769	637.909090909	855.444444444	1034.4	785.035714286	900.480392157	1055.12941176	816.526315789	815.075949367	602.161290323	780.217391304	681.158730159	796.894736842	854.011494253	797.85	617.936170213	624.087912088
